jobtitle,location,country,function,days_open_in_report_date_range,total_amount_of_views,unique_visits,unique_application_clicks,cost_per_click,cost_per_application,application_through_rate
Credit Risk Analist (NL),"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,16,464,402,16,0.1417569685817488,3.5616438356164384,0.0398009950248756
Corporate Recruiter Amsterdam,"Amsterdam, Noord-Holland, Nederland",Nederland,Human Resources,15,462,426,7,0.1254099942118464,7.632093933463797,0.0164319248826291
Software Engineer Service (PLC),"Nijmegen, Gelderland, Nederland",Nederland,Engineering/Product Management,31,462,391,12,0.2823809690642189,9.200913242009133,0.0306905370843989
IT Werkplekbeheerder,"Leiden, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,53,461,421,11,0.4483779650538509,17.160647571606475,0.0261282660332541
Traineeship KYC,"Amsterdam, Noord-Holland, Nederland",Nederland,Other,31,458,380,28,0.2905551550108147,3.943248532289629,0.0736842105263157
Structural Engineer,"Bunnik, Utrecht, Nederland",Nederland,Engineering/Information Technology,18,456,319,68,0.2009704985614291,0.9427880741337632,0.2131661442006269
KYC/CDD Analist Amsterdam,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,454,371,30,0.2976036628143115,3.680365296803653,0.0808625336927223
HSE Manager,"Hoogeveen, Drenthe, Nederland",Nederland,Engineering/Manufacturing/Quality Assurance,23,452,371,30,0.2208027175719085,2.730593607305936,0.0808625336927223
Embedded Software Engineer,"Venlo, Limburg, Nederland",Nederland,Engineering/Information Technology,29,442,353,58,0.2925996352206139,1.7808219178082192,0.1643059490084986
M365 consultant,"Den Haag, Zuid-Holland, Nederland",Nederland,Information Technology,27,440,375,24,0.2564383561643835,4.006849315068493,0.064
IT - Servicedesk Specialist,"Apeldoorn, Gelderland, Nederland",Nederland,Information Technology,33,439,368,24,0.3193865396069089,4.897260273972603,0.0652173913043478
Site Quality Manager,"Rotterdam, Zuid-Holland, Nederland",Nederland,Engineering,5,438,332,33,0.0536392143918138,0.53964300539643,0.0993975903614457
DevOps engineer Dynatrace,"Rotterdam, Zuid-Holland, Nederland",Nederland,Information Technology,31,436,384,44,0.2875285388127854,2.5093399750934,0.1145833333333333
IT Support Medewerker - Apeldoorn,"Apeldoorn, Gelderland, Nederland",Nederland,Information Technology,54,435,353,30,0.5448407000659707,6.410958904109589,0.0849858356940509
Enterprise Architect,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,24,434,355,14,0.2407871888867451,6.105675146771037,0.0394366197183098
Junior Adviseur Subsidies,"Utrecht, Utrecht, Nederland",Nederland,Other,31,434,389,13,0.2838327992393563,8.493150684931507,0.0334190231362467
Legal Counsel,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,15,433,394,8,0.1355955774980877,6.678082191780822,0.0203045685279187
Finance Talenten Programma,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing,23,433,368,26,0.2226027397260274,3.150684931506849,0.0706521739130434
Financial Controller,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Finance,45,431,398,12,0.4026984236249741,13.356164383561644,0.0301507537688442
Cyber Security Consultant,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,31,430,384,29,0.2875285388127854,3.807274444969296,0.0755208333333333
Planner (Amersfoort / Borculo),"Amersfoort, Utrecht, Nederland",Nederland,Supply Chain,19,428,352,15,0.1922478206724782,4.511415525114155,0.0426136363636363
Junior IT Servicedeskmedewerker,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,31,427,356,28,0.3101431429890718,3.943248532289629,0.0786516853932584
SharePoint specialist,"Rotterdam, Zuid-Holland, Nederland",Nederland,Consulting,27,426,357,24,0.2693680211810751,4.006849315068493,0.0672268907563025
Maintenance Engineer,"Hengelo, Overijssel, Nederland",Nederland,Engineering,17,424,333,36,0.181825661277716,1.6818873668188736,0.1081081081081081
HSE Manager,"Hoogeveen, Drenthe, Nederland",Nederland,Engineering/Manufacturing/Quality Assurance,31,423,354,27,0.3118953641359028,4.089294774226281,0.0762711864406779
Structural Engineer,"Den Haag, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,8,420,336,40,0.0848010437051532,0.7123287671232876,0.119047619047619
Agile Coach,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,31,414,369,22,0.2992166907970449,5.0186799501868,0.059620596205962
Software Engineering Manager,"Hengelo, Overijssel, Nederland",Nederland,Engineering,21,413,347,20,0.2155461687260668,3.739726027397261,0.0576368876080691
Agile Coach,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,31,411,365,18,0.3024957778194783,6.133942161339422,0.0493150684931506
Credit Risk Analist (NL),"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,409,352,15,0.313667496886675,7.360730593607306,0.0426136363636363
Maintenance Engineer,"Heerenveen, Friesland, Nederland",Nederland,Production/Supply Chain,22,409,336,33,0.2332028701891715,2.3744292237442925,0.0982142857142857
Senior Project Manager Offshore Wind,"Utrecht, Utrecht, Nederland",Nederland,Information Technology/Project Management,31,408,347,11,0.3181872014527654,10.0373599003736,0.031700288184438
Bid Manager,"Amsterdam, Noord-Holland, Nederland",Nederland,Business Development/Sales,35,405,353,12,0.3531374907834995,10.388127853881278,0.0339943342776204
Medior Adviseur Subsidies,"Zwolle, Overijssel, Nederland",Nederland,Administrative/Finance,31,404,365,9,0.3024957778194783,12.267884322678844,0.0246575342465753
Bedrijfsanalist,Groningen en omgeving,Nederland,Analyst/Information Technology,31,401,342,26,0.3228390611231274,4.2465753424657535,0.0760233918128654
FP&A Controller,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Finance,31,401,345,10,0.320031764939448,11.04109589041096,0.0289855072463768
Junior IT Support,"Delft, Zuid-Holland, Nederland",Nederland,Information Technology,31,398,344,36,0.3209620898375279,3.066971080669711,0.1046511627906976
Traineeship Reliability Engineering,"Utrecht, Utrecht, Nederland",Nederland,Engineering/Information Technology,54,395,327,15,0.5881613673495035,12.821917808219178,0.0458715596330275
Project coordinator,"Zoetermeer, Zuid-Holland, Nederland",Nederland,Other,18,394,341,22,0.1880046599445627,2.914072229140722,0.064516129032258
Junior Subsidiebeoordelaar,"Zwolle, Overijssel, Nederland",Nederland,Other,53,389,336,12,0.5618069145466406,15.730593607305936,0.0357142857142857
NOC engineer,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,31,386,314,35,0.3516272576563999,3.1545988258317026,0.1114649681528662
Account Manager,"Delft, Zuid-Holland, Nederland",Nederland,Consulting/Sales,31,384,323,9,0.3418295941303702,12.267884322678844,0.0278637770897832
Tendermanager,"Amsterdam, Noord-Holland, Nederland",Nederland,Project Management/Sales/Writing/Editing,31,384,326,15,0.338683923018741,7.360730593607306,0.0460122699386503
Junior Project Engineer Duurzame Energie,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,17,382,318,24,0.1904023434134573,2.5228310502283104,0.0754716981132075
Document Controller,"Den Haag, Zuid-Holland, Nederland",Nederland,Administrative,31,382,306,21,0.360820127137613,5.257664709719505,0.0686274509803921
Manager Juridische Zaken,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,24,380,355,4,0.2407871888867451,21.36986301369863,0.0112676056338028
Projectleider,"Rotterdam, Zuid-Holland, Nederland",Nederland,Engineering,31,380,331,11,0.3335678516740471,10.0373599003736,0.0332326283987915
,,,,0,379,342,4,0.0,0.0,0.0116959064327485
DevOps Engineer,"Amstelveen, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,31,379,303,41,0.364392603643926,2.6929502171734048,0.1353135313531353
Junior Business Controller,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Finance,31,379,328,24,0.3366187771466756,4.600456621004566,0.073170731707317
Senior Machine Learning Engineer,"Amstelveen, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,31,378,323,51,0.3418295941303702,2.164920762825678,0.1578947368421052
Junior Project Coördinator Installatietechniek,"Leiden, Zuid-Holland, Nederland",Nederland,Other,58,378,311,18,0.6642293969959917,11.47640791476408,0.0578778135048231
Solution Architect,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,26,377,342,16,0.2707682448129456,5.787671232876712,0.0467836257309941
Financial Risk Manager (NL),"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,45,376,332,7,0.4827529295263244,22.89628180039139,0.0210843373493975
Bedrijfsjurist,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,29,375,335,12,0.3083214066653036,8.60730593607306,0.035820895522388
,,,,0,375,320,31,0.0,0.0,0.096875
Legal Counsel,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,15,373,337,16,0.1585301410511768,3.339041095890411,0.0474777448071216
Projectcontroller,"Groningen, Groningen, Nederland",Nederland,Accounting/Auditing/Finance,17,373,295,20,0.2052472718829812,3.0273972602739727,0.0677966101694915
Financieel Data Analist,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,16,372,322,28,0.1769760912107547,2.035225048923679,0.0869565217391304
Projectondersteuner,"Utrecht, Utrecht, Nederland",Nederland,Other,58,370,339,9,0.6093667919343759,22.95281582952816,0.0265486725663716
OT Engineer,"Gelderland, Nederland",Nederland,Engineering,31,369,323,14,0.3418295941303702,7.886497064579257,0.0433436532507739
Maintenance Engineer,"Hoogeveen, Drenthe, Nederland",Nederland,Engineering,31,368,302,26,0.365599201669237,4.2465753424657535,0.086092715231788
Senior KYC/CDD analist WO Amsterdam,"Amsterdam-Zuid, Noord-Holland, Nederland",Nederland,Finance/Sales,17,367,330,10,0.1834786218347862,6.054794520547945,0.0303030303030303
Junior Subsidiebehandelaar,"Utrecht, Utrecht, Nederland",Nederland,Other,53,366,329,17,0.5737602531540159,11.103948428686545,0.0516717325227963
Medior IT-Servicedesk Specialist,"Arnhem, Gelderland, Nederland",Nederland,Information Technology,31,364,294,24,0.3755474792656789,4.600456621004566,0.0816326530612244
ICT-systeembeheerder,Groningen en omgeving,Nederland,Information Technology,31,361,278,34,0.3971617226766532,3.247381144238517,0.1223021582733813
Maintenance Engineer,"Assen, Drenthe, Nederland",Nederland,Engineering/Manufacturing,31,360,242,48,0.4562436318351636,2.300228310502283,0.1983471074380165
Medior KYC/CDD Analist Organisaties,"Rotterdam, Zuid-Holland, Nederland",Nederland,Finance/Sales,22,358,325,6,0.2410958904109589,13.059360730593609,0.0184615384615384
Financieel Administratief Medewerker,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Administrative/Finance,27,354,298,12,0.3226992736967913,8.013698630136986,0.0402684563758389
ICT-supportmedewerker,Groningen en omgeving,Nederland,Information Technology,31,352,287,21,0.3847071738819149,5.257664709719505,0.073170731707317
Maintenance Engineer,"Beilen, Drenthe, Nederland",Nederland,Engineering/Manufacturing,31,350,240,43,0.4600456621004566,2.567696718700223,0.1791666666666666
Senior KYC/CDD analist HBO amsterdam,"Amsterdam-Zuid, Noord-Holland, Nederland",Nederland,Finance/Sales,31,350,306,16,0.360820127137613,6.9006849315068495,0.0522875816993464
Maintenance Engineer,"Meppel, Drenthe, Nederland",Nederland,Engineering/Manufacturing,31,349,233,43,0.4738667764124875,2.567696718700223,0.1845493562231759
Maintenance Engineer Elektrotechniek,"Assen, Drenthe, Nederland",Nederland,Manufacturing/Project Management,25,348,247,35,0.3604902667627974,2.544031311154599,0.1417004048582996
Senior KYC/CDD Analist,"Tilburg, Noord-Brabant, Nederland",Nederland,Finance/Sales,29,347,295,18,0.3501276990944973,5.73820395738204,0.0610169491525423
,,,,0,344,301,18,0.0,0.0,0.0598006644518272
Projectleider,"Rotterdam, Zuid-Holland, Nederland",Nederland,Engineering,31,344,297,11,0.3717540703842074,10.0373599003736,0.037037037037037
Coördinator E&I,"Delfzijl, Groningen, Nederland",Nederland,Manufacturing,31,343,288,17,0.3833713850837139,6.494762288477035,0.0590277777777777
Business Analist,"Den Haag, Zuid-Holland, Nederland",Nederland,Analyst/Information Technology/Research,31,342,304,19,0.3631939437635184,5.811103100216294,0.0625
Agile Coach,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,17,342,298,13,0.2031810241794612,4.657534246575342,0.0436241610738255
Order Fulfilment Officer,"Veghel, Noord-Brabant, Nederland",Nederland,Customer Service/Distribution/Supply Chain,6,341,274,13,0.077992200779922,1.643835616438356,0.0474452554744525
Junior Accountmanager,"Amsterdam, Noord-Holland, Nederland",Nederland,Business Development/Sales,38,341,305,10,0.4437457893554906,13.534246575342465,0.0327868852459016
Business Analist,"Den Haag, Zuid-Holland, Nederland",Nederland,Analyst/Information Technology/Research,31,339,294,23,0.3755474792656789,4.800476474091721,0.0782312925170068
Junior Project Engineer Duurzame Energie,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,337,271,20,0.3679927210231006,4.986301369863014,0.07380073800738
Maintenance Engineer Elektrotechniek,"Leeuwarden, Friesland, Nederland",Nederland,Manufacturing/Project Management,31,336,262,35,0.4214158736798076,3.1545988258317026,0.1335877862595419
Projectleider,"Utrecht, Utrecht, Nederland",Nederland,Project Management,31,336,291,7,0.3794191027632632,15.772994129158514,0.0240549828178694
Support Engineer IT,"Amsterdam Zuidoost, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,15,333,278,21,0.1921750271016064,2.544031311154599,0.0755395683453237
Traineeship Technische Bedrijfskunde,"Leeuwarden, Friesland, Nederland",Nederland,Administrative,53,332,299,11,0.631328171530673,17.160647571606475,0.0367892976588628
Maintenance Engineer Elektrotechniek,"Leeuwarden, Friesland, Nederland",Nederland,Manufacturing/Project Management,25,332,290,23,0.3070382616910723,3.871351995235259,0.0793103448275862
Corporate Recruiter Amsterdam,"Amsterdam, Noord-Holland, Nederland",Nederland,Human Resources,8,332,297,17,0.0959365342926986,1.6760676873489122,0.0572390572390572
Maintenance Engineer,"Leeuwarden, Friesland, Nederland",Nederland,Engineering/Manufacturing,31,330,223,42,0.495116407641747,2.6288323548597523,0.1883408071748878
Junior HR Business Partner,"Amsterdam, Noord-Holland, Nederland",Nederland,Human Resources,11,330,298,10,0.1314700744690631,3.9178082191780814,0.0335570469798657
Financieel Data Analist,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,31,329,296,23,0.3730099962976675,4.800476474091721,0.0777027027027027
,,,,0,327,295,10,0.0,0.0,0.0338983050847457
FP&A Controller,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Finance,31,326,289,10,0.3820448404986491,11.04109589041096,0.0346020761245674
IT Support Medewerker,"Zwolle, Overijssel, Nederland",Nederland,Information Technology,26,323,266,23,0.3481306004737872,4.026206075044669,0.0864661654135338
Scrum Master,"Den Haag, Zuid-Holland, Nederland",Nederland,Finance/Information Technology/Other,2,323,259,26,0.0275030412016713,0.273972602739726,0.1003861003861003
Werkplekbeheerder,"Amsterdam, Noord-Holland, Nederland",Nederland,Management/Manufacturing,53,323,300,7,0.6292237442922375,26.96673189823875,0.0233333333333333
Oracle Database Administrator,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,31,322,250,34,0.4416438356164384,3.247381144238517,0.136
Maintenance Engineer Mechanical,"Delft, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,29,321,250,32,0.4131506849315068,3.227739726027397,0.128
Change en Releasemanager,"Delft, Zuid-Holland, Nederland",Nederland,Information Technology/Management/Other,21,321,273,7,0.273972602739726,10.684931506849315,0.0256410256410256
ICT Servicedesk,"Zwolle, Overijssel, Nederland",Nederland,Information Technology,31,320,271,26,0.40742051256129,4.2465753424657535,0.0959409594095941
Medior KYC/CDD analist,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,31,319,288,17,0.3833713850837139,6.494762288477035,0.0590277777777777
Junior Jurist Bestuursrecht,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,318,268,16,0.4119811899407074,6.9006849315068495,0.0597014925373134
Medior Project Engineer,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,21,317,278,13,0.269045037942249,5.753424657534247,0.0467625899280575
IT - Servicedesk Specialist,"Apeldoorn, Gelderland, Nederland",Nederland,Information Technology,31,316,260,20,0.4246575342465754,5.52054794520548,0.0769230769230769
